anio,numero,indicador,clasificacion,formula,valor,estado,motivo,fuente,condicional
2021,62,Calidad de resultados,Calidad de resultados,Flujo de efectivo de actividades operativas / Utilidad neta,1.33156,OK,Calidad de resultados (FCO utilidad neta). Valor 1.33156 dentro de rango normal.,"FCO menor que utilidad: diferencia entre beneficio y caja generada. < 0,7 vigila; < 0 (FCO negativo con utilidad positiva) señal fuerte.",NO
2022,62,Calidad de resultados,Calidad de resultados,Flujo de efectivo de actividades operativas / Utilidad neta,1.27155,OK,Calidad de resultados (FCO utilidad neta). Valor 1.27155 dentro de rango normal.,"FCO menor que utilidad: diferencia entre beneficio y caja generada. < 0,7 vigila; < 0 (FCO negativo con utilidad positiva) señal fuerte.",NO
2023,62,Calidad de resultados,Calidad de resultados,Flujo de efectivo de actividades operativas / Utilidad neta,0.662194,OBSERVACION,Calidad de resultados (FCO utilidad neta). Valor 0.662194 < umbral de observación 0.7.,"FCO menor que utilidad: diferencia entre beneficio y caja generada. < 0,7 vigila; < 0 (FCO negativo con utilidad positiva) señal fuerte.",NO
2024,62,Calidad de resultados,Calidad de resultados,Flujo de efectivo de actividades operativas / Utilidad neta,-0.353336,SEÑAL_ALERTA,Calidad de resultados (FCO utilidad neta). Valor -0.353336 < umbral de alerta 0.,"FCO menor que utilidad: diferencia entre beneficio y caja generada. < 0,7 vigila; < 0 (FCO negativo con utilidad positiva) señal fuerte.",NO
2025,62,Calidad de resultados,Calidad de resultados,Flujo de efectivo de actividades operativas / Utilidad neta,-0.481565,SEÑAL_ALERTA,Calidad de resultados (FCO utilidad neta). Valor -0.481565 < umbral de alerta 0.,"FCO menor que utilidad: diferencia entre beneficio y caja generada. < 0,7 vigila; < 0 (FCO negativo con utilidad positiva) señal fuerte.",NO
2020,63,Rotacion de activos,Calidad de resultados,Ingresos operacionales / Activos totales,0.548176,OK,Rotación de activos negativa (calidad). Valor 0.548176 dentro de rango normal.,Screening.,NO
2021,63,Rotacion de activos,Calidad de resultados,Ingresos operacionales / Activos totales,0.586475,OK,Rotación de activos negativa (calidad). Valor 0.586475 dentro de rango normal.,Screening.,NO
2022,63,Rotacion de activos,Calidad de resultados,Ingresos operacionales / Activos totales,0.657022,OK,Rotación de activos negativa (calidad). Valor 0.657022 dentro de rango normal.,Screening.,NO
2023,63,Rotacion de activos,Calidad de resultados,Ingresos operacionales / Activos totales,0.587669,OK,Rotación de activos negativa (calidad). Valor 0.587669 dentro de rango normal.,Screening.,NO
2024,63,Rotacion de activos,Calidad de resultados,Ingresos operacionales / Activos totales,0.719939,OK,Rotación de activos negativa (calidad). Valor 0.719939 dentro de rango normal.,Screening.,NO
2025,63,Rotacion de activos,Calidad de resultados,Ingresos operacionales / Activos totales,0.749156,OK,Rotación de activos negativa (calidad). Valor 0.749156 dentro de rango normal.,Screening.,NO
2020,64,Multiplicador de capital,Calidad de resultados,((Activo actual + Activo anterior)/2) / ((Patrimonio actual + Patrimonio anterior)/2),,NO_ENCONTRADO,Indicador informativo sin umbral de screening.,,NO
2021,64,Multiplicador de capital,Calidad de resultados,((Activo actual + Activo anterior)/2) / ((Patrimonio actual + Patrimonio anterior)/2),1.22817,OK,Indicador informativo sin umbral de screening.,,NO
2022,64,Multiplicador de capital,Calidad de resultados,((Activo actual + Activo anterior)/2) / ((Patrimonio actual + Patrimonio anterior)/2),1.25063,OK,Indicador informativo sin umbral de screening.,,NO
2023,64,Multiplicador de capital,Calidad de resultados,((Activo actual + Activo anterior)/2) / ((Patrimonio actual + Patrimonio anterior)/2),1.27619,OK,Indicador informativo sin umbral de screening.,,NO
2024,64,Multiplicador de capital,Calidad de resultados,((Activo actual + Activo anterior)/2) / ((Patrimonio actual + Patrimonio anterior)/2),1.25968,OK,Indicador informativo sin umbral de screening.,,NO
2025,64,Multiplicador de capital,Calidad de resultados,((Activo actual + Activo anterior)/2) / ((Patrimonio actual + Patrimonio anterior)/2),1.22185,OK,Indicador informativo sin umbral de screening.,,NO
2020,65,ROE DuPont,Creacion de valor y DuPont,Margen neto x Rotacion de activos x Multiplicador de capital,,NO_ENCONTRADO,Sin valor en indicadores.csv para este año,Rentabilidad compuesta < 0.,NO
2021,65,ROE DuPont,Creacion de valor y DuPont,Margen neto x Rotacion de activos x Multiplicador de capital,0.167967,OK,ROE DuPont negativo. Valor 0.167967 dentro de rango normal.,Rentabilidad compuesta < 0.,NO
2022,65,ROE DuPont,Creacion de valor y DuPont,Margen neto x Rotacion de activos x Multiplicador de capital,0.135352,OK,ROE DuPont negativo. Valor 0.135352 dentro de rango normal.,Rentabilidad compuesta < 0.,NO
2023,65,ROE DuPont,Creacion de valor y DuPont,Margen neto x Rotacion de activos x Multiplicador de capital,0.238027,OK,ROE DuPont negativo. Valor 0.238027 dentro de rango normal.,Rentabilidad compuesta < 0.,NO
2024,65,ROE DuPont,Creacion de valor y DuPont,Margen neto x Rotacion de activos x Multiplicador de capital,0.0839776,OK,ROE DuPont negativo. Valor 0.0839776 dentro de rango normal.,Rentabilidad compuesta < 0.,NO
2025,65,ROE DuPont,Creacion de valor y DuPont,Margen neto x Rotacion de activos x Multiplicador de capital,0.108617,OK,ROE DuPont negativo. Valor 0.108617 dentro de rango normal.,Rentabilidad compuesta < 0.,NO
2020,0,tipo_opinion,Cualitativo (auditoría),cualitativo_enum,,OK,"Opinión limpia (sin_salvedad). Dictamen cubre períodos 2021 y 2020 en el mismo informe (informe de auditoría 2021, pág 1-2).",Lotes de extracción revisados y validados por año.,NO
2020,0,incertidumbre,Cualitativo (auditoría),cualitativo_texto_libre,,OK,sin_incertidumbre_material. Cubierto por opinión limpia del dictamen 2021 (ambos períodos).,Lotes de extracción revisados y validados por año.,NO
2021,0,tipo_opinion,Cualitativo (auditoría),cualitativo_enum,,OK,Opinión limpia (sin_salvedad). Lote Fase 3 validado (valido=true): tipo_opinion=sin_salvedad.,Lotes de extracción revisados y validados por año.,NO
2021,0,incertidumbre,Cualitativo (auditoría),cualitativo_texto_libre,,OK,sin_incertidumbre_material. XBRL 'GoingConcern' = No aplica.,Lotes de extracción revisados y validados por año.,NO
2022,0,tipo_opinion,Cualitativo (auditoría),cualitativo_enum,,OK,Opinión limpia (sin_salvedad). Lote 2022 revisado (aprobado): pág 1 sección Opinión; comparativo 2021 pág 3 'Otros asuntos'.,Lotes de extracción revisados y validados por año.,NO
2022,0,incertidumbre,Cualitativo (auditoría),cualitativo_texto_libre,,OK,sin_incertidumbre_material. Lote revisado 2022: sin_incertidumbre_material (aprobado).,Lotes de extracción revisados y validados por año.,NO
2022,0,salvedades,Cualitativo (auditoría),cualitativo_texto_libre,,OK,"Por diseño: sin salvedad (REQ-SALVEDADES).. Los informes separados por negocio administrado contienen salvedades a nivel de fondo, no de la entidad (pág 3-16).",Lotes de extracción revisados y validados por año.,NO
2023,0,tipo_opinion,Cualitativo (auditoría),cualitativo_enum,,SEÑAL_ALERTA,"Opinión modificada: con_salvedad. Informe de auditoría 2023, pág 15, 'Fundamento de la conclusión con salvedad' (validado).",Lotes de extracción revisados y validados por año.,NO
2023,0,incertidumbre,Cualitativo (auditoría),cualitativo_texto_libre,,OK,sin_incertidumbre_material. Lote 2023 validado: sin_incertidumbre_material.,Lotes de extracción revisados y validados por año.,NO
2023,0,salvedades,Cualitativo (auditoría),cualitativo_texto_libre,,SEÑAL_ALERTA,Sí: salvedad en informe auditoría 2023 (pág 15). Requiere análisis de impacto.. Conclusión con salvedad 2023; impacto en estados a auditar.,Lotes de extracción revisados y validados por año.,NO
2024,0,tipo_opinion,Cualitativo (auditoría),cualitativo_enum,,SEÑAL_ALERTA,"Opinión modificada: con_salvedad. Informe de auditoría 2024, pág 13, 'Conclusión con salvedad' (validado).",Lotes de extracción revisados y validados por año.,NO
2024,0,incertidumbre,Cualitativo (auditoría),cualitativo_texto_libre,,OK,sin_incertidumbre_material. Lote 2024 validado: sin_incertidumbre_material.,Lotes de extracción revisados y validados por año.,NO
2024,0,salvedades,Cualitativo (auditoría),cualitativo_texto_libre,,SEÑAL_ALERTA,Sí: salvedad en informe auditoría 2024 (pág 13). Requiere análisis de impacto.. Conclusión con salvedad 2024.,Lotes de extracción revisados y validados por año.,NO
2025,0,tipo_opinion,Cualitativo (auditoría),cualitativo_enum,,SEÑAL_ALERTA,"Opinión modificada: con_salvedad. Informe de auditoría 2025, pág 12, 'Conclusión con salvedad' (validado).",Lotes de extracción revisados y validados por año.,NO
2025,0,incertidumbre,Cualitativo (auditoría),cualitativo_texto_libre,,OK,sin_incertidumbre_material. Lote 2025 validado: sin_incertidumbre_material.,Lotes de extracción revisados y validados por año.,NO
2025,0,salvedades,Cualitativo (auditoría),cualitativo_texto_libre,,SEÑAL_ALERTA,Sí: salvedad en informe auditoría 2025 (pág 12). Requiere análisis de impacto.. Conclusión con salvedad 2025.,Lotes de extracción revisados y validados por año.,NO
